animals,month,unit,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 
A3100,M08,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69.6 	70.0 	67.4 	67.4 	69.1 	68.2 	66.2 	71.4 	73.0 	75.8 	75.2 	74.1 	73.5 	72.5 	75.4 	79.5 	78.8 	86.6 	83.0 	96.0 	93.0 	91.0 	85.0 	101.0 	99.0 	108.0 	109.0 	121.0 	107.0 
A3100,M08,THS_HD,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11900.0 	11795.0 	11280.0 	11200.0 	11300.0 	10910.0 	11393.0 	12610.0 	13030.0 	13869.0 	13544.0 	11696.0 	13945.0 	14395.0 	13912.0 	13878.0 	13936.0 	13104.0 	13971.0 	13964.0 	14014.0 	14340.0 	13488.0 	12379.0 	11317.0 	10977.0 	10698.0 	10300.0 	10378.0 	9910.0 	9256.0 	8174.0 	7196.0 	7203.0 	7301.0 	6894.0 	6684.0 	6593.0 	6157.0 	5034.0 
A3100,M08,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15425.3 	18128.5 	18880.6 	18112.4 	16987.9 p	18605.3 	18707.4 	17105.6 	17122.0 	18537.6 	19167.7 	18134.8 	17963.9 	20417.8 	19466.5 	18860.1 	22085.8 	21867.6 	19464.2 	18835.0 	19605.0 	18545.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M08,THS_HD,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2513.0 	2522.3 	2524.6 	2785.3 	2800.0 	2581.0 	2655.0 	2587.0 	2425.0 	2340.0 	2628.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M08,THS_HD,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5553.8 	6311.8 p	6540.2 	6154.4 	: 	6843.2 	6318.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M08,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2351.0 	2349.0 	2313.0 	2328.0 	2278.0 	2279.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M08,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	629.1 	560.0 	573.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M08,THS_HD,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1302.7 	1618.7 	1625.9 	1543.0 	1539.1 	1687.6 	1727.0 	1897.0 	1992.0 	2033.0 	2072.0 	1827.0 	2072.0 	2304.0 	2363.0 	2505.0 	2493.0 	2299.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M08,THS_HD,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7994.0 	8062.9 	7486.0 	7661.4 	7936.6 	7997.7 	7953.2 	7598.3 	7684.1 	7628.3 	8071.6 	8089.7 	8117.9 	8062.5 	7751.5 	8211.1 	8240.0 	8095.7 	7871.9 	7885.4 	7889.6 	7717.0 	8068.0 	7699.0 	8430.0 	0.0 	: 	: 	: 	: 
A3100,M12,THS_HD,AL	: 	184.13 	180.09 	183.62 p	177.44 	172.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,AT	: 	2776.57 	2820.08 	2792.80 	2845.45 	2868.19 	2895.84 	2983.16 	3004.91 	3134.16 	3136.97 	3064.23 	3286.29 	3139.44 	3169.54 	3125.20 	3254.87 	3304.65 	3440.41 	3347.93 	3433.03 	3810.31 	3679.88 	3663.75 	3706.19 	3728.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,BA	: 	542.00 e	548.00 e	545.00 e	564.00 e	533.00 e	530.00 e	539.00 e	577.00 	581.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,BE	: 	6209.13 	6108.08 	6176.58 	6364.16 	6350.29 	6351.28 	6447.75 	6327.86 	6176.26 	6227.91 	6207.60 	6200.27 	6303.56 	6252.99 	6318.73 	6366.25 	6600.16 	6775.23 	7266.17 	7321.74 	7551.10 	7351.82 	7116.75 	7153.23 	6984.07 	6876.12 	6902.79 	6532.84 	6425.94 	6439.89 	6233.41 	5970.00 	5762.66 	5412.17 	5268.73 	5183.00 	5113.38 	5075.97 	5010.90 	4987.20 	4991.70 	4934.56 	4813.00 	4679.00 	4666.00 	4720.00 	4298.00 	3925.00 	3835.00 	3094.00 
A3100,M12,THS_HD,BG	: 	654.55 	593.15 	616.43 	600.07 	553.11 	586.42 	530.95 	608.27 	664.00 	729.80 	783.69 	888.61 	1012.66 	932.70 	942.99 	1032.30 	996.50 	788.50 	831.40 	1512.00 	1721.00 	1480.00 	1500.00 	2140.00 	1986.00 	2071.00 	2680.00 	3141.00 	4187.00 	4332.00 	4119.00 	4034.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,CH	: 	1393.19 	1419.20 	1442.33 	1494.13 	1498.32 	1484.73 	1544.02 	1578.69 	1589.00 	1557.20 	1540.13 	1573.09 	1634.80 	1609.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,CY	: 	362.10 	350.15 	352.77 p	327.83 	342.07 	357.90 	394.71 	439.24 	463.73 	463.26 	464.93 	467.06 	452.64 	429.72 	470.50 	488.10 	490.82 	450.98 	413.81 	425.19 	436.40 	414.79 	399.53 	374.07 	356.21 	369.41 	341.95 	296.23 	277.94 	281.00 	284.00 	266.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,CZ	: 	1507.58 	1531.69 	1479.28 	1555.40 	1606.86 	1547.69 	1533.81 	1487.25 	1845.95 	1913.71 	2135.00 	2661.84 	2741.30 	2719.00 	2915.00 	3309.00 	3429.00 	3441.00 	3594.00 	3688.00 	4001.00 	4013.00 	4080.00 	4016.00 	3867.00 	4071.00 	4599.00 	4609.00 	4569.00 	4790.00 	4686.00 	4618.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,DE	: 	26445.40 	27577.57 	27376.06 	27652.42 	28338.99 	28133.26 	28331.41 	27402.49 	26900.83 	26841.01 	26718.62 	27113.01 	26820.60 	26989.05 	26334.80 	26495.30 	26251.49 	25957.76 	25766.83 	26001.46 	26293.99 	24795.25 	24282.98 	23736.57 	24698.12 	26075.16 	26514.41 	26063.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,DK	: 	12642.00 	12832.00 	12281.00 	12702.00 	12709.00 	12402.00 	12281.00 	12348.00 	12293.00 	12873.00 	12195.00 	13170.00 	13613.00 	12604.00 	13407.00 	12969.00 	12879.00 	12975.00 	12642.00 	11914.00 	11991.00 	11494.00 	11079.00 	10709.00 	10864.00 	10870.00 	10345.00 	9767.00 	9282.00 	9120.00 	9105.00 	9048.00 	9422.00 	9104.00 	8960.00 	9016.00 	9504.00 	9785.00 	9696.00 	9566.00 	9184.00 	8290.00 	7918.00 	7597.00 	8058.00 	8364.00 	: 	: 	: 	: 
A3100,M12,THS_HD,EE	: 	290.40 	289.10 	265.90 	304.50 	357.90 	358.70 	375.10 	365.70 	371.70 	365.10 	364.90 	374.70 	341.20 	351.60 	353.70 	344.60 	340.80 	345.00 	300.20 	285.70 	326.40 	306.30 	298.40 	448.80 	459.80 	424.30 	541.10 	798.60 	959.90 	1080.40 	1099.40 	1083.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,EL	: 	721.00 	744.00 	743.00 	877.00 	1046.00 	1031.00 	1044.00 	1120.00 	1087.00 	1073.00 	1061.00 	1038.00 	1033.33 	952.05 	994.00 	993.00 	1027.00 	861.00 	936.00 	969.00 	905.00 	939.00 	904.00 	917.00 	951.00 	1143.00 	1099.00 	975.00 	1143.00 	1160.00 	1226.42 	1139.00 	1130.00 	1095.10 	1115.27 	1167.95 	1218.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,ES	: 	30804.10 p	29971.36 	29231.60 	28367.34 	26567.58 	25494.72 	25250.38 	25634.87 	25704.04 	25342.61 	26289.62 	26061.23 	26218.71 	24888.88 	24894.96 	24097.54 	23517.74 	23857.78 	22149.31 	22418.00 	21562.00 	19480.00 	18572.00 	18125.00 	18295.52 	18188.15 	18219.35 	17208.86 	15948.93 	16849.65 	16215.59 	17228.00 	15731.32 	13280.33 	12695.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,EU15	: 	124703.63 	125349.14 	122696.53 	124149.82 	122836.91 	121005.11 	121447.64 	122071.53 	113358.41 	122238.81 	122528.76 	124211.12 	124090.43 	121846.04 	122278.14 	121296.98 	121849.96 	122351.45 	121975.28 	124347.95 	125406.41 	118947.53 	118473.28 	116071.70 	117673.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,EU25	: 	142562.76 	144136.38 	140700.65 	142021.83 e	141579.99 	139364.89 	140007.91 	142603.39 	136455.76 	145007.15 	145645.72 	152115.97 	153723.03 	151181.97 	150741.05 	152429.30 	153991.66 	152541.97 	: 	: 	158751.13 	151194.43 	150425.67 	150831.16 	150273.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,EU27	: 	147142.61 	149135.53 	146024.78 	147548.80 e	147174.80 	145131.51 	145773.16 	148575.46 	142548.06 	151530.35 	152603.11 	159569.48 	161550.29 	158718.47 	158178.74 	158606.60 	160046.16 	157777.27 	: 	: 	167666.13 	159771.43 	160160.67 	160931.16 	160017.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,EU28	: 	148191.61 	150256.53 	147187.78 	148715.80 e	148330.80 	146241.51 	146955.16 	149808.86 	143778.76 	152780.25 	153707.01 	160917.82 	163038.77 	159923.43 	159668.08 	159953.27 	161332.66 	159011.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,FI	: 	1041.20 	1108.40 	1196.70 	1239.00 	1222.60 	1258.30 	1270.50 	1289.70 	1339.90 	1353.30 	1399.50 	1426.80 	1435.40 	1440.00 	1435.00 	1394.20 	1422.80 	1453.80 	1455.50 	1492.80 	1540.70 	1443.90 	1413.40 	1394.00 	1295.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,FR	: 	13713.00 	13353.00 	12791.00 p	13307.00 	13300.00 	13428.00 	13778.00 	13967.00 	14279.00 	14552.00 	14810.00 	14969.00 	15009.00 	15123.00 	15150.00 	15265.00 	15378.00 	15275.43 	15168.00 	15991.00 	15869.20 	15472.50 	14968.10 	14530.60 	14593.40 	14291.40 	13015.20 	12538.60 	12013.00 	12275.50 	11708.00 	11915.00 	12063.00 	10955.10 	10974.50 	11251.00 	11709.41 	11421.10 	11963.00 	11353.00 	10764.00 	10853.00 	11129.00 	11890.00 	12092.00 	11461.00 	11374.00 	11279.00 	11215.00 	10275.00 
A3100,M12,THS_HD,HR	: 	1049.00 	1121.00 	1163.00 	1167.00 	1156.00 	1110.00 	1182.00 	1233.40 	1230.70 	1249.90 	1103.90 	1348.34 	1488.49 	1204.96 	1489.34 	1346.66 	1286.50 	1233.82 	1233.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,HU	: 	2872.00 	2870.00 	2907.00 	3124.00 	3136.00 	3004.00 	2989.00 	3044.00 	3169.00 	3247.00 	3383.00 	3871.00 	3987.00 	3853.00 	4059.00 	4913.00 	5082.00 	4822.00 	4834.00 	5335.00 	5479.00 	4931.00 	5289.00 	5032.00 	4356.00 	5001.00 	5364.00 	5993.00 	8000.00 	7660.00 	8327.00 	8216.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,IE	: 	1572.15 	1616.36 	1527.83 	1474.54 	1505.66 	1469.09 	1493.49 	1552.93 	1500.45 	1501.95 	1510.75 	1500.45 	1620.00 	1670.77 	1754.35 	1731.05 	1796.86 	1777.76 	1731.48 	1762.94 	1800.88 	1716.96 	1664.56 	1542.43 	1498.33 	1486.70 	1422.60 	1345.50 	1249.10 	1110.10 	1014.50 	960.10 	980.00 	994.20 	1019.50 	1053.30 	1081.20 	1027.00 	1030.80 	1057.00 	1099.60 	968.60 	972.00 	880.20 	796.30 	1035.20 	: 	: 	: 	: 
A3100,M12,THS_HD,IS	: 	36.00 	37.00 	38.00 	36.40 e	36.50 e	36.30 	36.30 	38.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,IT	: 	8492.23 	8570.75 	8477.93 	8674.79 	8676.10 	8561.28 	8661.53 	9350.78 	739.09 	9157.07 	9252.44 	9273.00 	9281.08 	9200.00 	8971.76 	9157.00 	9166.00 	8766.26 	8645.54 	8415.00 	8323.00 	8281.00 	8090.00 	8061.00 	8023.00 	8348.10 	8244.40 	8548.80 	8837.00 	9254.30 	9359.50 	9383.00 	9278.00 	9169.50 	9040.90 	9252.40 	9132.30 	9014.60 	8928.00 	8806.90 	8921.50 	9420.20 	9097.00 	8888.00 	8814.00 	8201.00 	7990.00 	8196.00 	8980.00 	9224.00 
A3100,M12,THS_HD,LT	: 	572.00 	611.90 	663.90 	687.80 	714.20 	754.60 	807.50 	790.30 	929.40 	928.20 	897.10 	923.20 	1127.10 	1114.70 	1073.30 	1057.40 	1061.00 	1010.80 	867.60 	936.10 	1159.00 	1200.10 	1127.60 	1270.00 	1259.80 	1196.20 	1359.80 	2179.80 	2435.90 	2730.20 	2705.00 	2706.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,LU	: 	82.59 	90.94 	95.48 	88.50 	92.69 	89.55 	88.61 	91.25 	89.39 	88.63 	77.84 	86.38 	86.95 	77.13 	77.13 	75.89 	76.48 	76.21 	82.60 	82.12 	80.95 	73.72 	76.98 	72.83 	67.87 	71.62 	66.08 	64.22 	70.20 	70.50 	72.65 	76.81 	73.84 	71.84 	70.21 	71.14 	73.50 	73.39 	87.63 	80.29 	90.73 	87.76 	89.00 	86.00 	95.00 	101.00 	102.00 	109.00 	131.00 	109.00 
A3100,M12,THS_HD,LV	: 	304.90 	320.56 	336.39 	334.16 	349.43 	367.54 	355.22 	374.98 	389.74 	376.54 	383.72 	414.42 	416.75 	427.90 	435.70 	444.40 	453.20 	428.70 	393.50 	404.90 	421.10 	429.90 	459.60 	552.80 	500.70 	481.80 	866.50 	1246.50 	1401.10 	1554.60 	1619.90 	1717.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,ME	: 	23.60 p	25.00 p	55.00 p	25.00 	22.00 	21.00 	18.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,MK	: 	196.00 	202.00 	203.00 	195.00 	165.00 	167.00 	152.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,MT	: 	36.29 	34.01 	40.60 	43.63 	47.47 	49.45 	45.21 	46.29 	69.28 	65.92 	65.51 	76.90 	73.68 	73.03 	76.85 	73.07 	78.30 	80.90 	: 	: 	61.42 	67.11 	64.57 	55.09 	55.47 	65.86 	60.25 	56.39 	53.76 	51.48 	53.37 	49.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,NL	: 	11934.00 	12296.00 	11881.00 	12453.00 	12065.00 	12013.00 	12104.00 	12103.00 	12206.00 	12108.00 	11735.00 	11710.00 	11220.00 	11000.00 	11140.00 	10765.54 	11154.00 	11514.00 	12822.00 	13139.00 	13418.00 	11437.00 	14253.00 	13935.00 	13931.00 	13991.00 	13709.00 	13727.00 	13788.00 	13634.00 	13820.00 	14226.00 	14063.00 	12908.00 	11799.00 	11008.00 	10590.00 	10193.00 	10196.00 	10044.00 	9301.00 	8429.00 	7354.00 	7016.00 	7153.00 	6889.00 	6480.00 	6316.00 	6340.00 	5294.00 
A3100,M12,THS_HD,PL	: 	11027.70 	11908.20 	11106.70 	10590.20 	11265.65 	10994.40 	11132.18 	13056.41 	14775.69 	14252.51 	14242.27 	17621.21 	18812.98 	18711.29 	17395.57 	18439.24 	18997.03 	17493.96 	16991.50 	18223.90 	19275.40 	18496.70 	17696.70 	20342.70 	19137.50 	17422.20 	21074.00 	20724.80 	19739.20 	18685.50 	20168.80 	19373.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,PT	: 	2205.05 	2165.31 	2151.16 	2247.33 	2126.91 	2014.38 	2024.12 	1985.03 	1917.30 	1944.57 	1954.56 	1978.19 	1916.84 	1955.01 	1967.40 	1885.88 	1963.66 	2013.70 	2117.63 	2349.81 	2385.00 	2394.00 	2375.00 	2430.00 	2444.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,RO	: 	3925.30 	4406.00 	4707.70 	4926.90 	5041.70 	5180.20 	5234.30 	5363.80 	5428.30 	5793.40 	6173.70 	6564.90 	6814.61 	6603.80 	6494.70 	5145.00 	5058.00 	4446.80 	4797.00 	5848.00 	7194.00 	7097.00 	8235.00 	7960.00 	7758.00 	9262.00 	9852.00 	10954.00 	12003.00 	11671.00 	14351.00 	14328.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,RS	: 	2782.00 	2911.00 	3021.00 	3284.00 	3236.00 	3144.00 	3139.00 e	3287.00 	3489.00 	3631.00 	3594.00 	3832.00 	3999.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,SE	: 	1417.20 	1382.30 	1436.40 	1435.30 	1457.90 	1480.40 	1473.70 	1567.70 	1607.00 	1615.80 	1702.60 	1727.50 	1661.52 	1797.40 	1920.42 	2004.00 	1982.00 	1920.17 	1896.10 	2021.10 	2321.30 	2353.00 	2319.00 	2317.30 	2324.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,SI	: 	259.13 	257.24 	265.74 	271.39 	281.68 	288.35 	296.10 	347.31 	395.59 	415.23 	432.01 	542.59 	575.12 	547.43 	534.00 	620.51 	655.67 	599.90 	603.59 	558.46 	592.00 	578.00 	552.00 	592.00 	571.00 	592.00 	602.00 	529.00 	588.00 	558.00 	576.00 	607.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,SK	: 	627.02 	614.38 	585.84 	633.11 e	641.83 	637.17 	631.44 	580.39 	687.26 	740.86 	748.52 	951.93 	1104.83 	1108.27 	1149.28 	1443.01 	1553.88 	1517.29 	1488.44 	1562.11 	1593.00 	1810.00 	1985.00 	2076.00 	2037.00 	2179.00 	2281.00 	2428.00 	2521.00 	2708.00 	2698.00 	2617.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3100,M12,THS_HD,UK	: 	4648.00 	4713.00 	4538.00 	4422.00 	4510.00 	4383.00 	4216.00 	4326.00 	4385.00 	4423.00 	4550.00 	4671.00 	4731.00 	4726.21 	4787.38 	4842.46 	5330.12 	5686.96 	5948.20 	7036.95 	7553.98 	8035.50 	7694.76 	7441.56 	7974.84 	7967.63 	7804.16 	7619.87 	7479.10 	7482.55 	7725.79 	8016.15 	8053.43 	8033.15 	7896.90 	7883.99 	8316.72 	8014.48 	7770.00 	7793.56 	7963.63 	7733.00 	8151.00 	7714.00 	7885.00 	9345.00 	: 	: 	: 	: 
A3100,M12,THS_HD,XK	: 	40.16 	41.09 	42.31 	44.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
