animals,month,unit,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 
A3110,M04,THS_HD,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	970.8 	1083.1 	1057.8 	1032.7 	1093.5 	1075.9 	1164.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1810.7 	1953.3 	2076.6 	2177.6 	2162.2 	1987.3 	2000.9 	2011.3 	2006.9 	1903.5 	1902.6 	1722.3 	1960.8 	1805.0 	1851.0 	1685.0 	1553.2 	1585.9 	1475.0 	1507.7 	1449.0 	1491.4 	1537.5 	1503.0 	1476.0 	1528.0 	1439.0 	1393.0 	1610.0 	1418.0 	0.0 	0.0 	0.0 	0.0 
A3110,M04,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	710.9 	883.5 	882.0 	881.0 	1002.0 	1043.0 	1082.0 	1060.0 	1099.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6776.2 	6545.0 	6451.2 	6753.0 	6853.8 	7438.5 	7349.2 	7468.1 	7479.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4100.0 p	4652.0 	4212.0 	4358.0 	4366.0 	4260.0 	4252.0 	4128.0 	3747.0 	3687.0 	3691.0 	3539.0 	3397.0 	3443.0 	3289.0 	3321.0 	3239.0 	3029.0 	3011.0 	3053.0 	2952.0 	3029.0 	3032.0 	2952.0 	2907.0 	3164.0 	3073.0 	3157.0 	3194.0 	3120.0 	2931.0 	2766.0 	2758.0 	2737.0 	2731.0 	0.0 	: 	: 	: 	: 
A3110,M04,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	288.9 	347.5 	353.0 	346.0 	358.0 	356.7 	399.7 	420.0 	389.6 	389.7 	393.6 	398.5 	433.0 	443.5 	439.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6463.8 	6824.7 	6302.9 	7414.4 	7342.8 	6595.3 	6719.3 	6253.0 	6337.5 	6096.0 	5953.0 	5582.0 	5229.0 	5604.0 	5500.0 	4884.5 	4936.3 	4955.6 	5069.4 	4830.6 	4820.8 	4615.0 	3670.6 	2881.2 	3171.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	471.2 	495.5 	441.2 	466.8 	450.3 	451.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3835.1 	3755.2 	3631.6 	3641.0 	3529.7 	3286.3 	3108.0 	2993.0 	2951.0 	2801.0 	2693.0 	3087.0 	2799.9 	2710.0 	2860.0 	3059.0 	3174.0 	2930.0 	3095.0 	2958.0 	3154.0 	2946.0 	2990.0 	2963.0 	3243.0 	3210.0 	3490.0 	3210.0 	3217.0 	3132.0 
A3110,M04,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	930.0 	1134.0 	1052.0 	1069.0 	1140.0 	1447.0 	1517.0 	1402.0 	1263.0 	1395.0 	1321.0 	1280.0 	1318.0 	1157.0 	1148.0 	1373.0 	1486.0 	1861.0 	2140.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	448.9 	425.9 	428.1 	440.5 	409.7 	382.5 	347.3 	296.9 	257.6 	241.6 	225.2 	238.8 	237.0 	242.7 	257.9 	251.8 	239.0 	240.0 	257.1 	247.5 	240.4 	246.1 	210.9 	241.6 	0.0 	: 	: 	: 	: 
A3110,M04,THS_HD,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1500.0 	1460.0 	1508.0 	1470.0 	1527.6 	1510.0 	1554.4 	1580.7 	1658.8 	1860.8 	1837.8 	1820.3 	1817.8 	2169.0 	2171.8 	2185.8 	2152.5 	2103.1 	2064.7 	2007.6 	2090.0 	2193.0 	2023.0 	2024.0 	2170.0 	2050.0 	1750.0 	2480.0 	2581.0 	1836.0 
A3110,M04,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.6 	25.4 	25.1 	23.4 	25.1 	28.0 	29.3 	31.4 	31.3 	30.6 	29.8 	30.8 	31.9 	30.3 	35.0 	35.4 	34.7 	37.0 	34.0 	34.0 	35.0 	37.0 	37.0 	35.0 	38.0 	38.0 	37.0 
A3110,M04,THS_HD,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.9 	23.0 	11.1 	11.7 	10.6 	9.4 	9.5 	10.0 	8.6 	9.1 	8.5 	10.0 	14.0 	8.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5035.0 	4795.0 	4540.0 	4563.0 	4526.9 	4542.0 	4745.0 	5433.0 	5102.0 	5239.0 	5094.0 	5996.0 	5274.0 	5063.0 	5155.0 	5371.0 	5011.0 	4562.0 	4957.0 	4988.0 	5162.0 	4952.0 	4557.0 	4196.0 	3942.0 	3733.0 	3570.0 	3695.0 	2870.0 	2711.0 	2531.0 	2162.0 	1937.0 	1916.0 	1941.0 	1969.0 	1890.0 	1955.0 	1704.0 	1464.0 
A3110,M04,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4791.6 p	5625.7 	5945.3 	5490.8 	5617.8 	6162.3 	5960.1 	5606.6 	5778.5 	6045.3 	6141.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	676.0 	676.0 	752.0 	708.0 	751.0 	764.0 	726.0 	728.0 	759.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	915.4 p	1100.5 	1245.9 	1307.9 	1152.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	777.0 	792.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	174.2 	173.0 	176.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	513.2 	522.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M04,THS_HD,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2133.3 	2040.6 	1875.8 	1886.5 	1965.3 	2110.9 	2103.7 	2138.0 	2187.4 	2109.5 	2254.1 	2370.6 	2358.3 	2209.6 	2111.6 	2335.1 	2247.7 	2189.5 	2129.4 	2170.0 	2102.0 	2062.0 	2121.0 	2066.0 	2393.0 	0.0 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,AT	639.12 	647.84 	666.99 	658.55 	678.28 	696.27 	719.44 	746.75 	776.92 	803.50 	820.56 	837.24 	833.16 	844.04 	879.38 	854.81 	895.28 	923.65 	896.24 	895.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,BE	1596.90 	1566.09 	1533.56 	1604.85 	1617.05 	1623.97 	1663.53 	1711.94 	1668.60 	1666.96 	1658.18 	1633.50 	1637.98 	1649.63 	1684.38 	1672.41 	1763.65 	1836.01 	1867.89 	2084.84 	2207.66 	2221.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	252.15 	: 	224.20 	246.40 	199.20 	172.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1108.00 	1020.00 	1061.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,DE	7803.10 	7970.50 	7917.04 	8099.85 	8290.91 e	8256.97 	8166.95 	8268.37 	7840.45 	7391.43 	6804.53 	6947.33 	7173.68 	7109.30 	7129.88 	6760.47 	6878.06 	6918.74 	6917.72 	6697.44 	6867.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,DK	4582.00 	4624.00 	4487.00 	4366.00 	4539.00 	4435.00 	4277.00 	4270.00 	4299.00 	4345.00 	4292.00 	4176.00 	4546.00 	4404.00 	: 	: 	: 	: 	: 	4040.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,ES	9044.87 p	8636.91 	8215.69 	8174.40 	7682.69 	7594.43 	7103.04 	7233.72 	7356.97 	6996.83 	6670.70 	: 	7352.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	449.60 	413.50 	421.20 	449.30 	428.50 	441.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,FR	4959.00 	4786.00 	5000.00 	4884.00 p	5029.00 	4945.00 	5032.00 	3365.00 	3474.00 	3518.00 	3535.00 	3624.00 	3666.50 	3653.50 	3742.00 	3676.00 	3603.00 	3707.00 	3666.07 	3758.10 	3814.00 	3835.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,HU	708.00 	720.00 	705.00 	732.00 	837.00 	803.00 	762.00 	725.00 	815.00 	823.00 	780.00 	: 	1134.00 	1052.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,IE	451.99 	451.87 	410.07 	445.31 	445.92 	441.03 	448.76 	444.27 	420.83 	393.39 	371.33 	388.69 	449.89 	436.30 	509.07 	495.20 	520.46 	548.17 	547.86 	526.48 	492.75 	469.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,IS	: 	: 	: 	0.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,IT	1396.87 	1420.67 	1368.92 	1441.87 	1410.17 	1393.05 	1417.80 	1860.93 	1701.22 	1739.96 	1754.76 	1750.70 	1739.20 	1741.06 	1700.95 	1683.00 	1637.00 	1434.00 	1512.00 	1479.00 	1473.00 	1510.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	276.90 	: 	: 	: 	214.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.69 	10.87 	12.03 	12.03 	26.94 	27.11 	26.32 	28.88 	32.52 	32.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	106.50 	: 	85.50 	99.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,NL	5551.02 	5652.98 	5611.56 	5576.80 	5597.81 	5382.00 	5274.00 	5180.00 	5277.00 	5120.00 	5050.00 	4966.00 	4840.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,PL	2419.00 	2744.00 	2853.00 	2944.00 	3127.69 	3225.13 	3161.89 	3472.41 	4111.31 	4485.99 	4362.56 	: 	: 	: 	: 	: 	: 	6516.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,RO	737.40 	762.50 	841.50 	873.50 	878.20 	868.50 	867.70 	839.00 	841.40 	911.40 	936.90 	972.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,RS	1032.00 	1108.00 	976.00 	1074.00 	1375.00 	1276.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,SE	383.44 	360.55 	384.73 	378.50 	393.37 	375.67 	397.28 	370.41 	428.87 	438.93 	425.95 	465.35 	491.64 	491.64 	554.69 	528.00 	567.39 	574.00 	586.20 	566.00 	651.40 	733.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	193.17 	204.30 	187.13 	186.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	491.46 	: 	: 	545.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M05_M06,THS_HD,UK	1433.00 p	1502.00 	1413.00 	1344.00 	1263.00 	1284.00 	1364.00 	1173.00 	1171.00 	1174.00 	1219.00 	1225.00 	1253.00 	1310.92 	1317.49 	1446.27 	1396.37 	1501.09 	1512.88 	1691.16 	1973.23 	2169.57 	2147.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1866.6 	1925.8 	2006.8 	2182.3 	2175.7 	2131.0 	2046.6 	1954.0 	1932.2 	2024.4 	1942.6 	1715.8 	2162.0 	1785.0 	1805.0 	1678.0 	1541.7 	1436.0 	1422.0 	1460.2 	1381.2 	1453.0 	1467.7 	1460.4 	1491.7 	1406.0 	1450.0 	1336.3 	1620.0 	1410.0 	0.0 	0.0 	0.0 	0.0 
A3110,M08,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	884.8 	843.0 	918.0 	927.0 	1046.0 	: 	: 	1054.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6844.0 	6563.5 	6539.6 	6575.3 	6815.3 	7391.5 	7473.5 	7311.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4176.0 	4546.0 	4494.0 	4277.0 	4309.0 	4395.0 	4217.0 	4201.0 	4040.0 	3930.0 	3777.0 	3487.0 	3520.0 	3333.0 	3393.0 	3375.0 	3242.0 	3062.0 	2934.0 	2949.0 	2917.0 	3048.0 	3056.0 	2980.0 	2821.0 	2998.0 	3160.0 	3057.0 	3263.0 	3200.0 	2896.0 	2767.0 	2720.0 	2615.0 	2781.0 	2809.0 	: 	: 	: 	: 
A3110,M08,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	294.0 	299.4 	301.9 	363.1 	347.0 	346.0 	339.0 	378.0 	356.0 	395.3 	372.0 	382.7 	368.0 	360.2 	408.8 	461.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6794.9 	7352.7 	7385.6 	7455.3 	7462.9 	6587.9 	6554.9 	6664.0 	6028.7 	6394.0 	6619.0 	5887.0 	5185.0 	5421.2 	5559.8 	5309.9 	4799.6 	4851.1 	4897.9 	4573.0 	4531.3 	4671.0 	4038.6 	2917.5 	3125.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	456.1 	479.6 	455.8 	474.3 	446.0 	451.7 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3725.1 	3652.0 	3515.7 	3518.0 	3506.8 	3325.4 	3216.0 	3120.7 	3001.0 	2846.0 	2743.0 	3004.0 	2615.0 	2755.0 	2853.0 	2997.0 	2944.0 	3067.0 	3038.0 	2733.0 	3089.0 	2985.0 	3265.0 	2970.0 	3217.0 	3246.0 	3340.0 	3180.0 	3063.0 	2930.0 
A3110,M08,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	898.0 	1026.0 	1002.0 	1046.0 	1072.0 	1264.0 	1383.0 	1278.0 	1300.0 	1320.0 	1284.0 	1160.0 	1363.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	444.2 	439.6 	412.6 	432.5 	424.3 	394.2 	354.6 	311.2 	271.9 	240.7 	228.8 	234.1 	253.3 	243.6 	242.8 	258.9 	234.7 	227.8 	240.4 	248.7 	231.3 	248.5 	211.3 	204.1 	0.0 	: 	: 	: 	: 
A3110,M08,THS_HD,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1610.0 	1620.0 	1588.0 	1510.0 	1483.3 	1442.7 	1460.4 	1510.2 	1577.8 	1799.7 	1780.1 	1776.0 	1758.8 	1736.6 	1745.2 	2090.8 	2085.2 	2034.9 	1988.0 	1967.5 	2111.0 	2136.0 	2136.0 	2109.0 	2001.0 	2063.0 	1820.0 	1956.0 	2300.0 	2162.0 
A3110,M08,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.8 	27.3 	24.0 	24.0 	24.7 	25.3 	23.9 	25.2 	27.8 	30.4 	30.0 	28.8 	28.3 	28.8 	29.8 	28.6 	29.4 	31.6 	30.4 	36.0 	36.0 	34.0 	33.0 	37.0 	35.0 	34.0 	34.0 	40.0 	37.0 
A3110,M08,THS_HD,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4680.0 	4470.0 	4375.0 	4320.0 	4240.0 	4433.0 	4798.0 	4820.0 	5367.0 	5012.0 	4011.0 	5326.0 	5596.0 	5204.0 	5347.0 	5048.0 	4611.0 	5077.0 	5042.0 	5086.0 	5019.0 	4575.0 	4295.0 	3895.0 	3683.0 	3606.0 	3631.0 	2821.0 	2659.0 	2553.0 	2167.0 	1888.0 	1798.0 	1945.0 	1830.0 	1824.0 	1798.0 	1746.0 	1409.0 
A3110,M08,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4708.1 	5695.5 	6127.4 	6041.9 	5510.4 p	6226.7 	6486.1 	5873.1 	5750.8 	6270.2 	6685.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	711.1 	723.9 	730.1 	793.8 	799.0 	785.0 	812.0 	785.0 	730.0 	741.0 	798.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	819.4 	1029.0 p	1132.9 	1074.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	764.0 	765.0 	768.0 	792.0 	775.0 	776.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	170.7 	166.0 	158.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A3110,M08,THS_HD,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	545.8 	521.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
